year,month,day,hour,day_of_week,Temperature (C)
2011,4,2,9,5,17.03333333333333
2011,4,2,10,5,17.755555555555556
2011,4,2,11,5,18.83888888888889
2011,4,2,12,5,19.08888888888889
2011,4,2,13,5,20.022222222222226
2011,4,2,14,5,19.92777777777778
2011,4,2,15,5,19.866666666666667
2011,4,2,16,5,18.83888888888889
2011,4,2,17,5,16.12777777777778
2011,4,2,18,5,14.911111111111111
2011,4,2,19,5,13.75
2011,4,2,20,5,12.505555555555553
2011,4,2,21,5,11.444444444444445
2011,4,19,22,1,10.42777777777778
2011,4,19,23,1,9.38888888888889
2011,4,20,0,2,7.494444444444446
2011,4,20,1,2,10.955555555555556
2011,4,20,2,2,9.955555555555556
2011,4,20,3,2,9.305555555555555
2011,4,20,4,2,8.777777777777777
2011,4,20,5,2,9.8
2011,4,20,6,2,11.93888888888889
2011,4,20,7,2,13.955555555555556
2011,4,20,8,2,16.11111111111111
2011,4,20,9,2,17.82777777777778
2011,4,20,10,2,18.927777777777774
2011,4,20,11,2,19.97222222222222
2011,4,20,12,2,21.06111111111111
2011,4,20,13,2,21.15555555555555
2011,4,20,14,2,21.13333333333334
2011,4,20,15,2,21.21111111111112
2011,4,20,16,2,21.08333333333333
2011,4,20,17,2,18.883333333333333
2011,4,20,18,2,14.444444444444445
2011,4,20,19,2,12.711111111111112
2011,4,20,20,2,11.416666666666664
2011,4,20,21,2,10.82222222222222
2011,4,20,22,2,8.616666666666665
2011,4,20,23,2,7.572222222222223
2011,4,21,0,3,11.177777777777775
2011,4,21,1,3,5.933333333333334
2011,4,21,2,3,5.838888888888888
2011,4,21,3,3,5.633333333333334
2011,4,21,4,3,4.800000000000001
2011,4,21,5,3,8.672222222222222
2011,4,21,6,3,12.711111111111112
2011,4,21,7,3,16.183333333333334
2011,4,21,8,3,17.916666666666668
2011,4,21,9,3,20.07222222222222
2011,4,21,10,3,22.2
2011,4,21,11,3,22.800000000000004
2011,4,21,12,3,22.75555555555555
2011,4,21,13,3,23.79444444444444
2011,4,21,14,3,22.872222222222224
2011,4,21,15,3,22.45
2011,4,21,16,3,22.28888888888889
2011,4,21,17,3,20.04444444444444
2011,4,21,18,3,16.616666666666664
2011,4,21,19,3,14.86111111111111
2011,4,21,20,3,12.68888888888889
2011,4,21,21,3,14.561111111111112
2011,4,21,22,3,12.988888888888887
2011,4,21,23,3,13.933333333333332
2011,4,22,0,4,12.916666666666666
2011,4,22,1,4,11.344444444444443
2011,4,22,2,4,10.65
2011,4,22,3,4,11.41111111111111
2011,4,22,4,4,10.583333333333332
2011,4,22,5,4,12.27777777777778
2011,4,22,6,4,15.355555555555554
2011,4,22,7,4,17.62222222222222
2011,4,22,8,4,18.916666666666668
2011,4,22,9,4,21.072222222222223
2011,4,22,10,4,22.31666666666667
2011,4,22,11,4,23.88888888888889
2011,4,22,12,4,23.93888888888889
2011,4,22,13,4,23.98333333333333
2011,4,22,14,4,23.98333333333333
2011,4,22,15,4,23.98333333333333
2011,4,22,16,4,22.84444444444445
2011,4,22,17,4,21.12777777777778
2011,4,22,18,4,18.766666666666666
2011,4,22,19,4,15.905555555555557
2011,4,22,20,4,15.272222222222224
2011,4,22,21,4,14.711111111111109
2011,4,22,22,4,14.122222222222224
2011,4,22,23,4,13.127777777777778
2011,4,23,0,5,10.794444444444444
2011,4,23,1,5,11.483333333333334
2011,4,23,2,5,9.905555555555557
2011,4,23,3,5,9.41111111111111
2011,4,23,4,5,9.872222222222224
2011,4,23,5,5,10.955555555555556
2011,4,23,6,5,12.672222222222224
2011,4,23,7,5,15.050000000000002
2011,4,23,8,5,17.272222222222226
2011,4,23,9,5,18.916666666666668
2011,4,23,10,5,21.18333333333333
2011,4,23,11,5,22.28888888888889
2011,4,23,12,5,22.84444444444445
2011,4,23,13,5,22.96111111111111
2011,4,23,14,5,22.916666666666668
2011,4,23,15,5,22.83333333333333
2011,4,23,16,5,22.24444444444445
2011,4,23,17,5,18.96111111111111
2011,4,23,18,5,16.34444444444445
2011,4,23,19,5,15.02777777777778
2011,4,23,20,5,14.400000000000002
2011,4,23,21,5,13.338888888888889
2011,4,23,22,5,11.627777777777778
2011,4,23,23,5,11.094444444444443
2011,4,24,0,6,13.75
2011,4,24,1,6,9.444444444444445
2011,4,24,2,6,8.916666666666664
2011,4,24,3,6,9.1
2011,4,24,4,6,9.905555555555557
2011,4,24,5,6,11.08888888888889
2011,4,24,6,6,12.805555555555554
2011,4,24,7,6,13.822222222222225
2011,4,24,8,6,14.911111111111111
2011,4,24,9,6,16.02777777777778
2011,4,24,10,6,17.616666666666667
2011,4,24,11,6,17.677777777777777
2011,4,24,12,6,17.977777777777778
2011,4,24,13,6,18.911111111111115
2011,4,24,14,6,18.911111111111115
2011,4,24,15,6,18.96111111111111
2011,4,24,16,6,18.81666666666667
2011,4,24,17,6,17.755555555555556
2011,4,24,18,6,17.08888888888889
2011,4,24,19,6,16.922222222222224
2011,4,24,20,6,16.35
2011,4,24,21,6,15.194444444444445
2011,4,24,22,6,13.22222222222222
2011,4,24,23,6,14.238888888888887
2011,4,25,0,0,13.872222222222222
2011,4,25,1,0,14.216666666666669
2011,4,25,2,0,14.127777777777778
2011,4,25,3,0,13.18333333333333
2011,4,25,4,0,12.505555555555553
2011,4,25,5,0,13.68888888888889
2011,4,25,6,0,14.833333333333334
2011,4,25,7,0,16.08888888888889
2011,4,25,8,0,17.244444444444444
2011,4,25,9,0,17.91111111111111
2011,4,25,10,0,19.90555555555555
2011,4,25,11,0,21.08333333333333
2011,4,25,12,0,21.98333333333333
2011,4,25,13,0,22.216666666666665
2011,4,25,14,0,22.72777777777777
2011,4,25,15,0,22.22222222222222
2011,4,25,16,0,21.06111111111111
2011,4,25,17,0,18.83888888888889
2011,4,25,18,0,17.08888888888889
2011,4,25,19,0,14.97777777777778
2011,4,25,20,0,14.355555555555558
2011,4,25,21,0,15.650000000000002
2011,4,25,22,0,14.833333333333334
2011,4,25,23,0,14.349999999999998
2011,4,26,0,1,10.088888888888889
2011,4,26,1,1,13.261111111111113
2011,4,26,2,1,13.238888888888887
2011,4,26,3,1,12.816666666666666
2011,4,26,4,1,12.266666666666666
2011,4,26,5,1,12.85
2011,4,26,6,1,14.77777777777778
2011,4,26,7,1,16.094444444444445
2011,4,26,8,1,17.07222222222222
2011,4,26,9,1,17.666666666666668
2011,4,26,10,1,18.96111111111111
2011,4,26,11,1,20.09444444444445
2011,4,26,12,1,20.100000000000005
2011,4,26,13,1,20.11666666666666
2011,4,26,14,1,21.15555555555555
2011,4,26,15,1,21.11111111111111
2011,4,26,16,1,21.08333333333333
2011,4,26,17,1,18.86111111111111
2011,4,26,18,1,16.227777777777778
2011,4,26,19,1,12.733333333333334
2011,4,26,20,1,11.638888888888893
2011,4,26,21,1,11.094444444444443
2011,4,26,22,1,9.4
2011,4,26,23,1,9.261111111111113
2011,4,27,0,2,12.283333333333331
2011,4,27,1,2,9.35
2011,4,27,2,2,7.822222222222221
2011,4,27,3,2,10.95
2011,4,27,4,2,11.97222222222222
2011,4,27,5,2,12.572222222222225
2011,4,27,6,2,14.738888888888887
2011,4,27,7,2,17.105555555555554
2011,4,27,8,2,18.772222222222226
2011,4,27,9,2,19.67777777777778
2011,4,27,10,2,20.95
2011,4,27,11,2,21.06666666666667
2011,4,27,12,2,21.03888888888889
2011,4,27,13,2,21.116666666666667
2011,4,27,14,2,21.18333333333333
2011,4,27,15,2,21.105555555555554
2011,4,27,16,2,21.13888888888889
2011,4,27,17,2,18.96111111111111
2011,4,27,18,2,14.416666666666666
2011,4,27,19,2,13.91111111111111
2011,4,27,20,2,13.311111111111112
2011,4,27,21,2,12.97222222222222
2011,4,27,22,2,13.205555555555556
2011,4,27,23,2,12.72222222222222
2011,4,28,0,3,11.855555555555558
2011,4,28,1,3,12.205555555555556
2011,4,28,2,3,11.627777777777778
2011,4,28,3,3,11.666666666666666
2011,4,28,4,3,12.066666666666666
2011,4,28,5,3,12.716666666666669
2011,4,28,6,3,13.68888888888889
2011,4,28,7,3,14.988888888888887
2011,4,28,8,3,17.09444444444445
2011,4,28,9,3,17.37777777777778
2011,4,28,10,3,17.305555555555557
2011,4,28,11,3,17.349999999999998
2011,4,28,12,3,15.47777777777778
2011,4,28,13,3,16.311111111111114
2011,4,28,14,3,16.3
2011,4,28,15,3,17.044444444444444
2011,4,28,16,3,16.072222222222223
2011,4,28,17,3,14.961111111111112
2011,4,28,18,3,13.050000000000002
2011,4,28,19,3,12.322222222222225
2011,4,28,20,3,12.3
2011,4,28,21,3,11.75
2011,4,28,22,3,11.67222222222222
2011,4,28,23,3,11.67222222222222
2011,4,29,0,4,9.461111111111112
2011,4,29,1,4,11.57777777777778
2011,4,29,2,4,11.52777777777778
2011,4,29,3,4,10.711111111111112
2011,4,29,4,4,10.027777777777777
2011,4,29,5,4,12.133333333333336
2011,4,29,6,4,14.55
2011,4,29,7,4,16.022222222222226
2011,4,29,8,4,17.711111111111112
2011,4,29,9,4,19.67777777777778
2011,4,29,10,4,20.05
2011,4,29,11,4,20.07222222222222
2011,4,29,12,4,20.96111111111112
2011,4,29,13,4,19.855555555555554
2011,4,29,14,4,17.494444444444447
2011,4,29,15,4,16.455555555555556
2011,4,29,16,4,15.272222222222224
2011,4,29,17,4,14.055555555555554
2011,4,29,18,4,12.733333333333334
2011,4,29,19,4,12.366666666666664
2011,4,29,20,4,12.666666666666664
2011,4,29,21,4,12.088888888888889
2011,4,2,22,5,10.394444444444446
2011,4,2,23,5,9.933333333333334
2011,4,3,0,6,8.72777777777778
2011,4,3,1,6,9.02777777777778
2011,4,3,2,6,8.011111111111113
2011,4,3,3,6,9.266666666666667
2011,4,3,4,6,8.93888888888889
2011,4,3,5,6,9.961111111111112
2011,4,3,6,6,10.9
2011,4,3,7,6,12.755555555555556
2011,4,3,8,6,16.038888888888888
2011,4,3,9,6,17.194444444444443
2011,4,3,10,6,18.81666666666667
2011,4,3,11,6,18.911111111111115
2011,4,3,12,6,18.994444444444444
2011,4,3,13,6,19.92777777777778
2011,4,3,14,6,19.90555555555555
2011,4,3,15,6,18.966666666666665
2011,4,3,16,6,18.86111111111111
2011,4,3,17,6,15.988888888888887
2011,4,3,18,6,13.988888888888887
2011,4,3,19,6,12.133333333333336
2011,4,3,20,6,10.97222222222222
2011,4,3,21,6,10.455555555555556
2011,4,29,22,4,10.56666666666667
2011,4,29,23,4,9.933333333333334
2011,4,30,0,5,12.211111111111109
2011,4,30,1,5,8.75
2011,4,30,2,5,9.749999999999998
2011,4,30,3,5,8.472222222222221
2011,4,30,4,5,9.81111111111111
2011,4,30,5,5,12.044444444444444
2011,4,30,6,5,14.6
2011,4,30,7,5,16.044444444444444
2011,4,30,8,5,18.82222222222222
2011,4,30,9,5,20.688888888888886
2011,4,30,10,5,20.92777777777778
2011,4,30,11,5,21.072222222222223
2011,4,30,12,5,21.20555555555556
2011,4,30,13,5,22.22222222222222
2011,4,30,14,5,22.03333333333333
2011,4,30,15,5,20.083333333333336
2011,4,30,16,5,17.800000000000004
2011,4,30,17,5,17.26111111111111
2011,4,30,18,5,16.15555555555555
2011,4,30,19,5,13.933333333333332
2011,4,30,20,5,14.422222222222224
2011,4,30,21,5,13.922222222222224
2011,4,3,22,6,9.238888888888887
2011,4,3,23,6,8.194444444444445
2011,4,4,0,0,10.316666666666666
2011,4,4,1,0,7.011111111111109
2011,4,4,2,0,6.455555555555554
2011,4,4,3,0,5.438888888888888
2011,4,4,4,0,4.749999999999998
2011,4,4,5,0,4.866666666666665
2011,4,4,6,0,10.63888888888889
2011,4,4,7,0,14.883333333333333
2011,4,4,8,0,17.22222222222222
2011,4,4,9,0,18.694444444444446
2011,4,4,10,0,18.93333333333333
2011,4,4,11,0,20.07222222222222
2011,4,4,12,0,20.177777777777774
2011,4,4,13,0,21.20555555555556
2011,4,4,14,0,21.20555555555556
2011,4,4,15,0,21.088888888888885
2011,4,4,16,0,19.00555555555555
2011,4,4,17,0,17.288888888888888
2011,4,4,18,0,15.227777777777776
2011,4,4,19,0,13.983333333333334
2011,4,4,20,0,13.91111111111111
2011,4,4,21,0,13.466666666666669
2011,4,4,22,0,13.244444444444447
2011,4,4,23,0,12.68888888888889
2011,4,5,0,1,7.566666666666666
2011,4,5,1,1,11.016666666666666
2011,4,5,2,1,9.905555555555557
2011,4,5,3,1,9.38888888888889
2011,4,5,4,1,8.88888888888889
2011,4,5,5,1,8.88888888888889
2011,4,5,6,1,8.894444444444442
2011,4,5,7,1,8.861111111111112
2011,4,5,8,1,8.838888888888887
2011,4,5,9,1,9.822222222222225
2011,4,5,10,1,10.999999999999998
2011,4,5,11,1,11.072222222222225
2011,4,5,12,1,12.07222222222222
2011,4,5,13,1,12.82777777777778
2011,4,5,14,1,13.961111111111112
2011,4,5,15,1,13.838888888888889
2011,4,5,16,1,13.93888888888889
2011,4,5,17,1,12.316666666666668
2011,4,5,18,1,10.42777777777778
2011,4,5,19,1,11.038888888888888
2011,4,5,20,1,9.905555555555557
2011,4,5,21,1,9.972222222222223
2011,4,5,22,1,8.861111111111112
2011,4,5,23,1,7.777777777777778
2011,4,6,0,2,11.394444444444442
2011,4,6,1,2,6.038888888888888
2011,4,6,2,2,5.511111111111112
2011,4,6,3,2,4.7111111111111095
2011,4,6,4,2,4.883333333333333
2011,4,6,5,2,4.822222222222222
2011,4,6,6,2,7.688888888888891
2011,4,6,7,2,12.205555555555556
2011,4,6,8,2,13.894444444444442
2011,4,6,9,2,15.038888888888888
2011,4,6,10,2,17.200000000000003
2011,4,6,11,2,17.22222222222222
2011,4,6,12,2,17.700000000000003
2011,4,6,13,2,17.82222222222222
2011,4,6,14,2,17.800000000000004
2011,4,6,15,2,18.7
2011,4,6,16,2,17.22222222222222
2011,4,6,17,2,14.05
2011,4,6,18,2,15.066666666666666
2011,4,6,19,2,13.777777777777777
2011,4,6,20,2,13.199999999999998
2011,4,6,21,2,12.85
2011,4,6,22,2,11.233333333333333
2011,4,6,23,2,11.138888888888888
2011,4,7,0,3,16.705555555555556
2011,4,7,1,3,11.738888888888887
2011,4,7,2,3,11.25
2011,4,7,3,3,11.261111111111113
2011,4,7,4,3,11.22777777777778
2011,4,7,5,3,11.22777777777778
2011,4,7,6,3,13.755555555555553
2011,4,7,7,3,16.133333333333333
2011,4,7,8,3,17.849999999999998
2011,4,7,9,3,19.766666666666666
2011,4,7,10,3,21.088888888888885
2011,4,7,11,3,22.22222222222222
2011,4,7,12,3,22.71111111111111
2011,4,7,13,3,22.872222222222224
2011,4,7,14,3,23.911111111111115
2011,4,7,15,3,23.86111111111111
2011,4,7,16,3,22.84444444444445
2011,4,7,17,3,20.20555555555556
2011,4,7,18,3,18.3
2011,4,7,19,3,18.916666666666668
2011,4,7,20,3,17.872222222222224
2011,4,7,21,3,17.77777777777778
2011,4,7,22,3,18.850000000000005
2011,4,7,23,3,18.911111111111115
2011,4,8,0,4,12.905555555555551
2011,4,8,1,4,18.83888888888889
2011,4,8,2,4,18.238888888888887
2011,4,8,3,4,17.188888888888886
2011,4,8,4,4,14.994444444444447
2011,4,8,5,4,13.861111111111112
2011,4,8,6,4,13.927777777777775
2011,4,8,7,4,13.816666666666666
2011,4,8,8,4,13.816666666666666
2011,4,8,9,4,14.988888888888887
2011,4,8,10,4,16.016666666666666
2011,4,8,11,4,16.038888888888888
2011,4,8,12,4,16.2
2011,4,8,13,4,17.194444444444443
2011,4,8,14,4,17.21666666666667
2011,4,8,15,4,16.29444444444444
2011,4,8,16,4,15.088888888888889
2011,4,8,17,4,13.977777777777776
2011,4,8,18,4,13.122222222222222
2011,4,8,19,4,10.227777777777776
2011,4,8,20,4,10.627777777777778
2011,4,8,21,4,10.32222222222222
2011,4,8,22,4,10.094444444444443
2011,4,8,23,4,10.122222222222222
2011,4,9,0,5,6.061111111111109
2011,4,9,1,5,14.405555555555557
2011,4,9,2,5,15.622222222222222
2011,4,9,3,5,15.461111111111109
2011,4,9,4,5,14.97222222222222
2011,4,9,5,5,14.905555555555551
2011,4,9,6,5,14.961111111111112
2011,4,9,7,5,14.927777777777775
2011,4,9,8,5,14.949999999999998
2011,4,9,9,5,15.988888888888887
2011,4,9,10,5,17.105555555555554
2011,4,9,11,5,17.105555555555554
2011,4,9,12,5,17.01111111111111
2011,4,9,13,5,17.17222222222222
2011,4,9,14,5,16.177777777777777
2011,4,9,15,5,16.183333333333334
2011,4,9,16,5,15.044444444444444
2011,4,9,17,5,13.883333333333336
2011,4,9,18,5,12.322222222222225
2011,4,9,19,5,10.155555555555557
2011,4,9,20,5,10.066666666666666
2011,4,9,21,5,10.050000000000002
2011,7,31,22,6,15.094444444444449
2011,7,31,23,6,15.094444444444449
2011,8,1,0,0,15.233333333333336
2011,8,1,1,0,13.494444444444444
2011,8,1,2,0,12.938888888888888
2011,8,1,3,0,13.044444444444444
2011,8,1,4,0,12.82777777777778
2011,8,1,5,0,16.06666666666667
2011,8,1,6,0,17.59444444444445
2011,8,1,7,0,18.93888888888889
2011,8,1,8,0,20.0
2011,8,1,9,0,20.58333333333333
2011,8,1,10,0,21.20555555555556
2011,8,1,11,0,21.20555555555556
2011,8,1,12,0,22.577777777777776
2011,8,1,13,0,23.244444444444447
2011,8,1,14,0,22.24444444444445
2011,8,1,15,0,22.194444444444443
2011,8,1,16,0,22.75555555555555
2011,8,1,17,0,22.2
2011,8,1,18,0,20.96111111111112
2011,8,1,19,0,19.88333333333334
2011,8,1,20,0,19.35555555555556
2011,8,1,21,0,18.227777777777774
2011,8,9,22,1,16.25
2011,8,9,23,1,17.755555555555556
2011,8,10,0,2,13.866666666666667
2011,8,10,1,2,16.594444444444445
2011,8,10,2,2,15.52777777777778
2011,8,10,3,2,14.055555555555554
2011,8,10,4,2,13.955555555555556
2011,8,10,5,2,17.03888888888889
2011,8,10,6,2,17.538888888888888
2011,8,10,7,2,17.783333333333335
2011,8,10,8,2,19.866666666666667
2011,8,10,9,2,20.95555555555556
2011,8,10,10,2,22.59444444444445
2011,8,10,11,2,22.71111111111111
2011,8,10,12,2,23.54444444444444
2011,8,10,13,2,23.75
2011,8,10,14,2,23.73333333333333
2011,8,10,15,2,22.672222222222224
2011,8,10,16,2,22.10555555555556
2011,8,10,17,2,19.97777777777777
2011,8,10,18,2,17.955555555555552
2011,8,10,19,2,17.17777777777778
2011,8,10,20,2,16.044444444444444
2011,8,10,21,2,14.83888888888889
2011,8,10,22,2,13.794444444444444
2011,8,10,23,2,14.283333333333337
2011,8,11,0,3,11.45
2011,8,11,1,3,12.17777777777778
2011,8,11,2,3,11.622222222222224
2011,8,11,3,3,12.022222222222222
2011,8,11,4,3,12.17777777777778
2011,8,11,5,3,13.711111111111112
2011,8,11,6,3,16.744444444444444
2011,8,11,7,3,18.772222222222226
2011,8,11,8,3,20.97222222222222
2011,8,11,9,3,20.92222222222222
2011,8,11,10,3,22.127777777777776
2011,8,11,11,3,22.71111111111111
2011,8,11,12,3,22.77777777777778
2011,8,11,13,3,23.81666666666667
2011,8,11,14,3,23.88888888888889
2011,8,11,15,3,23.78333333333333
2011,8,11,16,3,22.82222222222222
2011,8,11,17,3,22.22222222222222
2011,8,11,18,3,18.205555555555552
2011,8,11,19,3,14.1
2011,8,11,20,3,13.916666666666664
2011,8,11,21,3,13.105555555555558
2011,8,11,22,3,12.272222222222224
2011,8,11,23,3,12.17777777777778
2011,8,12,0,4,13.205555555555556
2011,8,12,1,4,10.627777777777778
2011,8,12,2,4,10.533333333333337
2011,8,12,3,4,10.377777777777778
2011,8,12,4,4,11.072222222222225
2011,8,12,5,4,15.85
2011,8,12,6,4,19.522222222222226
2011,8,12,7,4,22.68888888888889
2011,8,12,8,4,23.84444444444445
2011,8,12,9,4,24.7
2011,8,12,10,4,26.06666666666667
2011,8,12,11,4,26.088888888888885
2011,8,12,12,4,26.966666666666672
2011,8,12,13,4,27.22222222222222
2011,8,12,14,4,27.24444444444445
2011,8,12,15,4,27.216666666666665
2011,8,12,16,4,25.700000000000003
2011,8,12,17,4,23.883333333333333
2011,8,12,18,4,21.46111111111111
2011,8,12,19,4,17.800000000000004
2011,8,12,20,4,16.688888888888886
2011,8,12,21,4,15.977777777777776
2011,8,12,22,4,14.466666666666663
2011,8,12,23,4,13.916666666666664
2011,8,13,0,5,17.68888888888889
2011,8,13,1,5,12.894444444444446
2011,8,13,2,5,11.738888888888887
2011,8,13,3,5,12.133333333333336
2011,8,13,4,5,12.322222222222225
2011,8,13,5,5,18.52777777777777
2011,8,13,6,5,21.611111111111114
2011,8,13,7,5,24.79444444444444
2011,8,13,8,5,26.04444444444444
2011,8,13,9,5,26.961111111111112
2011,8,13,10,5,27.75555555555555
2011,8,13,11,5,28.772222222222226
2011,8,13,12,5,29.627777777777776
2011,8,13,13,5,28.84444444444445
2011,8,13,14,5,28.911111111111115
2011,8,13,15,5,28.81666666666667
2011,8,13,16,5,27.266666666666666
2011,8,13,17,5,26.08333333333333
2011,8,13,18,5,22.522222222222226
2011,8,13,19,5,19.00555555555555
2011,8,13,20,5,18.93333333333333
2011,8,13,21,5,18.672222222222224
2011,8,13,22,5,19.35
2011,8,13,23,5,18.772222222222226
2011,8,14,0,6,16.133333333333333
2011,8,14,1,6,16.644444444444446
2011,8,14,2,6,15.511111111111113
2011,8,14,3,6,15.75
2011,8,14,4,6,13.93888888888889
2011,8,14,5,6,18.666666666666664
2011,8,14,6,6,22.38333333333334
2011,8,14,7,6,23.86666666666666
2011,8,14,8,6,26.016666666666666
2011,8,14,9,6,27.577777777777776
2011,8,14,10,6,28.81666666666667
2011,8,14,11,6,29.88333333333334
2011,8,14,12,6,29.772222222222226
2011,8,14,13,6,30.022222222222226
2011,8,14,14,6,29.444444444444443
2011,8,14,15,6,28.23333333333333
2011,8,14,16,6,29.90555555555555
2011,8,14,17,6,27.75555555555555
2011,8,14,18,6,22.75
2011,8,14,19,6,20.07222222222222
2011,8,14,20,6,19.422222222222217
2011,8,14,21,6,18.65555555555555
2011,8,14,22,6,17.22222222222222
2011,8,14,23,6,16.666666666666668
2011,8,15,0,0,18.194444444444443
2011,8,15,1,0,15.0
2011,8,15,2,0,15.02777777777778
2011,8,15,3,0,14.31666666666667
2011,8,15,4,0,14.933333333333334
2011,8,15,5,0,19.75555555555556
2011,8,15,6,0,22.561111111111117
2011,8,15,7,0,27.133333333333336
2011,8,15,8,0,28.84444444444445
2011,8,15,9,0,29.838888888888885
2011,8,15,10,0,30.022222222222226
2011,8,15,11,0,32.15555555555555
2011,8,15,12,0,32.04444444444445
2011,8,15,13,0,32.24444444444445
2011,8,15,14,0,32.17222222222222
2011,8,15,15,0,32.583333333333336
2011,8,15,16,0,32.17777777777778
2011,8,15,17,0,28.96111111111111
2011,8,15,18,0,25.455555555555552
2011,8,15,19,0,22.17777777777778
2011,8,15,20,0,20.00555555555556
2011,8,15,21,0,19.39444444444444
2011,8,15,22,0,18.077777777777783
2011,8,15,23,0,18.98333333333333
2011,8,16,0,1,17.677777777777777
2011,8,16,1,1,18.45
2011,8,16,2,1,18.88888888888889
2011,8,16,3,1,18.33888888888889
2011,8,16,4,1,18.916666666666668
2011,8,16,5,1,19.88333333333334
2011,8,16,6,1,20.938888888888886
2011,8,16,7,1,22.62222222222222
2011,8,16,8,1,22.75555555555555
2011,8,16,9,1,24.72222222222222
2011,8,16,10,1,27.10555555555556
2011,8,16,11,1,27.73333333333333
2011,8,16,12,1,28.666666666666668
2011,8,16,13,1,28.81666666666667
2011,8,16,14,1,28.86666666666666
2011,8,16,15,1,28.811111111111117
2011,8,16,16,1,27.73333333333333
2011,8,16,17,1,26.016666666666666
2011,8,16,18,1,21.59444444444445
2011,8,16,19,1,21.05
2011,8,16,20,1,19.316666666666663
2011,8,16,21,1,18.4
2011,8,16,22,1,18.688888888888886
2011,8,16,23,1,18.08888888888889
2011,8,17,0,2,15.32222222222222
2011,8,17,1,2,15.47222222222222
2011,8,17,2,2,15.511111111111113
2011,8,17,3,2,14.944444444444445
2011,8,17,4,2,14.88888888888889
2011,8,17,5,2,18.64444444444445
2011,8,17,6,2,20.60555555555556
2011,8,17,7,2,22.68888888888889
2011,8,17,8,2,24.93333333333333
2011,8,17,9,2,26.822222222222223
2011,8,17,10,2,27.2
2011,8,17,11,2,27.75555555555555
2011,8,17,12,2,28.766666666666666
2011,8,17,13,2,29.92777777777778
2011,8,17,14,2,28.911111111111115
2011,8,17,15,2,29.75
2011,8,17,16,2,27.800000000000004
2011,8,17,17,2,27.10555555555556
2011,8,17,18,2,23.133333333333333
2011,8,17,19,2,20.99444444444445
2011,8,17,20,2,21.877777777777776
2011,8,17,21,2,21.46111111111111
2011,8,17,22,2,20.21111111111111
2011,8,17,23,2,17.083333333333332
2011,8,18,0,3,17.16111111111111
2011,8,18,1,3,14.377777777777778
2011,8,18,2,3,14.86111111111111
2011,8,18,3,3,13.55
2011,8,18,4,3,12.805555555555554
2011,8,18,5,3,17.577777777777776
2011,8,18,6,3,22.29444444444444
2011,8,18,7,3,25.933333333333337
2011,8,18,8,3,27.17777777777778
2011,8,18,9,3,27.71111111111111
2011,8,18,10,3,28.96111111111111
2011,8,18,11,3,29.92777777777778
2011,8,18,12,3,30.877777777777776
2011,8,18,13,3,31.11111111111111
2011,8,18,14,3,32.2
2011,8,18,15,3,31.14444444444445
2011,8,18,16,3,31.088888888888885
2011,8,18,17,3,27.872222222222224
2011,8,18,18,3,23.28888888888889
2011,8,18,19,3,20.13888888888889
2011,8,18,20,3,19.444444444444443
2011,8,18,21,3,18.272222222222226
2011,8,18,22,3,17.872222222222224
2011,8,18,23,3,16.73888888888889
2011,8,19,0,4,16.188888888888886
2011,8,19,1,4,15.627777777777778
2011,8,19,2,4,14.538888888888891
2011,8,19,3,4,15.72777777777778
2011,8,19,4,4,16.994444444444447
2011,8,19,5,4,18.855555555555554
2011,8,19,6,4,22.12222222222222
2011,8,19,7,4,26.088888888888885
2011,8,19,8,4,28.938888888888894
2011,8,19,9,4,30.866666666666667
2011,8,19,10,4,32.2
2011,8,19,11,4,32.77777777777778
2011,8,19,12,4,32.794444444444444
2011,8,19,13,4,33.91111111111112
2011,8,19,14,4,33.91111111111112
2011,8,19,15,4,32.84444444444445
2011,8,19,16,4,32.82222222222222
2011,8,19,17,4,28.96111111111111
2011,8,19,18,4,24.683333333333337
2011,8,19,19,4,24.98888888888889
2011,8,19,20,4,24.772222222222226
2011,8,19,21,4,24.4
2011,8,1,22,0,17.666666666666668
2011,8,1,23,0,16.094444444444445
2011,8,2,0,1,15.650000000000002
2011,8,2,1,1,15.538888888888888
2011,8,2,2,1,15.511111111111113
2011,8,2,3,1,15.255555555555556
2011,8,2,4,1,15.072222222222225
2011,8,2,5,1,17.17777777777778
2011,8,2,6,1,18.805555555555557
2011,8,2,7,1,21.06666666666667
2011,8,2,8,1,23.73333333333333
2011,8,2,9,1,23.62777777777778
2011,8,2,10,1,24.88333333333334
2011,8,2,11,1,25.09444444444445
2011,8,2,12,1,23.172222222222217
2011,8,2,13,1,22.399999999999995
2011,8,2,14,1,24.09444444444445
2011,8,2,15,1,23.05
2011,8,2,16,1,23.911111111111115
2011,8,2,17,1,23.86666666666666
2011,8,2,18,1,20.55
2011,8,2,19,1,18.011111111111113
2011,8,2,20,1,17.45555555555556
2011,8,2,21,1,17.16111111111111
2011,8,19,22,4,23.71111111111112
2011,8,19,23,4,21.51111111111111
2011,8,20,0,5,13.32222222222222
2011,8,20,1,5,20.933333333333337
2011,8,20,2,5,20.30555555555556
2011,8,20,3,5,20.30555555555556
2011,8,20,4,5,19.377777777777776
2011,8,20,5,5,20.00555555555556
2011,8,20,6,5,23.522222222222226
2011,8,20,7,5,27.0
2011,8,20,8,5,27.64444444444445
2011,8,20,9,5,29.58333333333333
2011,8,20,10,5,29.88333333333334
